beer_style,abv,num_ratings,beer_style_group,month_added,year_added,Dominant_Topic,Topic_Perc_Contrib
Wild Ale - Other,5.7,170,Other,5,2020,3.0,0.2361
Bière de Champagne / Bière Brut,4.8,376,Other,4,2020,1.0,0.195
IPA - International,6.0,183,IPA,3,2020,5.0,0.2061
Extra Special / Strong Bitter,5.2,3600,Other,12,2010,4.0,0.1989
Porter - Coffee,6.0,677,Porter,4,2018,6.0,0.2957
Sour - Fruited,4.5,1499,Sour,7,2019,6.0,0.1961
Kölsch,4.9,159,Other,4,2012,5.0,0.2437
Chilli / Chile Beer,5.0,161,Other,8,2018,6.0,0.2138
Bière de Champagne / Bière Brut,6.0,214,Other,7,2017,5.0,0.1914
Stout - Foreign / Export,6.9,862,Stout,6,2015,6.0,0.2294
Red Ale - Other,7.4,328,Red Ale,5,2016,2.0,0.3148
IPA - New England,6.1,448,IPA,7,2019,1.0,0.2931
Barleywine - English,8.3,215,Barleywine,6,2014,5.0,0.1902
Rauchbier,5.0,214,Other,1,2018,6.0,0.1768
Stout - Coffee,6.3,247,Stout,8,2019,6.0,0.2853
IPA - Imperial / Double Black,8.5,231,IPA,3,2016,2.0,0.2602
Porter - Baltic,10.0,226,Porter,5,2014,3.0,0.1988
Lager - Dark,6.6,176,Lager,3,2019,4.0,0.3353
Red Ale - Other,4.8,211,Red Ale,8,2016,4.0,0.2655
Strong Ale - American,14.0,1901,Strong Ale,8,2019,2.0,0.2729
Dark Ale,7.5,298,Other,8,2012,6.0,0.2437
Sour - Gose,5.0,387,Sour,5,2017,3.0,0.2999
Grisette,4.0,970,Other,3,2018,5.0,0.229
Belgian Quadrupel,11.5,1346,Belgian,8,2015,3.0,0.3477
Spiced / Herbed Beer,16.0,1042,Other,4,2017,1.0,0.1845
IPA - New England,6.7,1531,IPA,8,2019,1.0,0.305
Malt Beer,5.0,421,Other,12,2015,5.0,0.2
Stout - Imperial / Double,14.3,2966,Stout,12,2018,3.0,0.2552
Hefeweizen,6.4,2191,Other,9,2013,2.0,0.2278
Cider - Other Fruit,6.8,255,Cider,6,2018,3.0,0.2339
Pale Ale - New England,4.6,2288,Pale Ale,10,2019,1.0,0.2319
Wheat Beer - Witbier,5.6,1790,Wheat Beer,6,2015,4.0,0.1914
Stout - Oatmeal,6.8,920,Stout,1,2016,6.0,0.1914
Red Ale - American Amber / Red,4.8,324,Red Ale,8,2011,1.0,0.25
Brown Ale - American,4.5,187,Brown Ale,1,2016,2.0,0.3097
Pale Ale - New England,5.5,2086,Pale Ale,2,2018,1.0,0.2378
Mead - Cyser,14.0,650,Mead,3,2015,3.0,0.2164
IPA - New England,6.4,166,IPA,2,2020,1.0,0.3266
Sour - Berliner Weisse,3.6,288,Sour,12,2017,3.0,0.2205
Sour - Fruited,4.9,341,Sour,9,2019,3.0,0.2242
Porter - Other,6.8,608,Porter,3,2015,6.0,0.2749
Fruit Beer,4.0,227,Other,11,2015,3.0,0.183
Belgian Dubbel,6.5,267,Belgian,4,2017,2.0,0.2124
Belgian Tripel,13.2,2849,Belgian,5,2014,3.0,0.2438
Kölsch,4.6,953,Other,4,2017,6.0,0.2947
Stout - English,4.5,408,Stout,2,2016,6.0,0.2258
Winter Warmer,5.2,192,Other,6,2014,4.0,0.232
Belgian Tripel,10.2,188,Belgian,2,2014,3.0,0.2121
Barleywine - American,12.0,2933,Barleywine,8,2016,2.0,0.3199
Strong Ale - English,6.0,475,Strong Ale,3,2012,4.0,0.2769
Belgian Blonde,7.5,241,Belgian,12,2017,3.0,0.2437
Cider - Perry,6.5,490,Cider,1,2013,3.0,0.2389
Red Ale - American Amber / Red,5.3,169,Red Ale,12,2019,2.0,0.2363
Extra Special / Strong Bitter,5.3,583,Other,4,2011,4.0,0.2259
Farmhouse Ale - Saison,5.7,1271,Farmhouse Ale,6,2018,3.0,0.2299
Belgian Dubbel,8.4,3690,Belgian,11,2016,3.0,0.3114
IPA - Milkshake,7.0,261,IPA,3,2020,1.0,0.2451
Brown Ale - Other,6.4,498,Brown Ale,3,2019,6.0,0.25
Stout - Imperial / Double Milk,8.5,666,Stout,3,2019,6.0,0.3095
IPA - Imperial / Double,8.0,11355,IPA,8,2015,1.0,0.3268
Wheat Beer - American Pale Wheat,6.5,380,Wheat Beer,8,2013,1.0,0.195
Stout - White,5.0,318,Stout,10,2016,5.0,0.1795
American Wild Ale,7.0,650,Other,11,2019,3.0,0.376
Dunkelweizen,5.4,153,Other,9,2020,6.0,0.2061
Stout - Coffee,6.1,281,Stout,6,2019,6.0,0.2381
Mead - Melomel,14.0,2675,Mead,6,2016,3.0,0.265
American Wild Ale,7.25,3609,Other,3,2014,3.0,0.3069
Sour - Fruited Gose,5.0,2718,Sour,9,2015,2.0,0.2684
Mead - Metheglin,13.5,358,Mead,6,2014,6.0,0.2172
Stout - Irish Dry,4.3,1696,Stout,2,2011,4.0,0.2139
Scotch Ale / Wee Heavy,7.4,2841,Other,7,2013,4.0,0.2609
Pilsner - German,4.7,2500,Pilsner,6,2019,5.0,0.2553
Roggenbier,5.0,409,Other,7,2013,5.0,0.25
IPA - Imperial / Double Milkshake,8.0,903,IPA,2,2020,2.0,0.255
Stout - Coffee,6.8,402,Stout,4,2019,6.0,0.2855
Lager - Euro Pale,5.3,154,Lager,4,2018,5.0,0.2588
Lager - Dark,5.8,1207,Lager,8,2014,1.0,0.2571
Cider - Traditional,6.5,1052,Cider,8,2011,3.0,0.2452
Specialty Grain,6.2,280,Other,9,2018,4.0,0.179
Red Ale - American Amber / Red,4.9,2649,Red Ale,7,2012,4.0,0.2275
Lager - American Amber / Red,5.3,153,Lager,10,2017,2.0,0.1929
Sour - Other,6.4,324,Sour,3,2015,3.0,0.2299
Winter Ale,5.6,8260,Other,11,2012,4.0,0.2667
Wheat Beer - Wheat Wine,13.6,2286,Wheat Beer,1,2018,6.0,0.2736
Märzen,5.2,358,Other,5,2014,4.0,0.2151
Lager - Red,5.6,203,Lager,10,2018,4.0,0.2118
Porter - Other,7.4,5038,Porter,6,2016,6.0,0.1958
Farmhouse Ale - Saison,5.0,197,Farmhouse Ale,11,2018,3.0,0.1761
Barleywine - American,12.0,2419,Barleywine,10,2011,3.0,0.2366
Stout - Imperial / Double Pastry,12.0,1582,Stout,1,2020,6.0,0.2337
Lager - Dark,8.0,1077,Lager,2,2018,3.0,0.2047
IPA - Imperial / Double,9.0,1373,IPA,5,2016,1.0,0.3235
Kellerbier / Zwickelbier,4.7,236,Other,4,2020,2.0,0.1871
Stout - Other,8.1,346,Stout,12,2017,3.0,0.2826
Ginger Beer,7.35,259,Other,10,2016,5.0,0.2437
Stout - Imperial / Double Milk,11.0,2032,Stout,6,2018,6.0,0.2241
Winter Warmer,9.4,6688,Other,11,2010,3.0,0.2688
Stout - Foreign / Export,7.0,175,Stout,10,2017,3.0,0.2374
IPA - American,6.0,4167,IPA,5,2015,4.0,0.19
Winter Ale,6.9,163,Other,12,2012,4.0,0.2037
Strong Ale - American,12.0,5565,Strong Ale,9,2015,6.0,0.3111
Lager - American,6.0,257,Lager,9,2020,1.0,0.1879
Brown Ale - Imperial / Double,10.0,3732,Brown Ale,6,2019,6.0,0.272
Rauchbier,5.2,183,Other,5,2020,3.0,0.2083
Pale Ale - International,5.4,227,Pale Ale,5,2020,1.0,0.2845
Sour - Flanders Red Ale,8.4,1245,Sour,7,2018,3.0,0.3784
English Bitter,3.9,766,Other,4,2012,4.0,0.2381
Belgian Dubbel,5.0,394,Belgian,7,2019,4.0,0.2149
Sour - Fruited,7.1,280,Sour,4,2020,3.0,0.235
Patersbier,5.1,322,Other,9,2011,5.0,0.2259
IPA - Brut,7.1,604,IPA,2,2018,1.0,0.2991
Lager - American Light,2.7,542,Lager,11,2011,5.0,0.2535
IPA - Imperial / Double,8.2,1204,IPA,5,2020,1.0,0.4161
Stout - Irish Dry,4.5,436,Stout,5,2018,2.0,0.254
IPA - Imperial / Double Milkshake,9.2,1591,IPA,1,2019,1.0,0.3052
Red Ale - Other,4.6,40100,Red Ale,8,2012,4.0,0.2947
Stout - Milk / Sweet,5.2,5688,Stout,5,2015,6.0,0.2659
Lager - American Amber / Red,5.9,209,Lager,10,2017,4.0,0.1824
Lager - American,5.0,1850,Lager,10,2018,2.0,0.2977
Extra Special / Strong Bitter,4.6,310,Other,6,2012,4.0,0.2222
Farmhouse Ale - Sahti,5.7,666,Farmhouse Ale,4,2013,5.0,0.1987
IPA - English,5.8,1591,IPA,4,2015,4.0,0.1884
Strong Ale - English,9.5,155,Strong Ale,8,2019,3.0,0.2358
IPA - International,6.5,5421,IPA,8,2019,1.0,0.3306
Brown Ale - Belgian,8.0,1780,Brown Ale,11,2018,6.0,0.3288
Zoigl,4.8,2188,Other,3,2017,5.0,0.3304
Sour - Other,4.0,1406,Sour,7,2018,3.0,0.1969
Stout - Imperial / Double Pastry,12.0,1507,Stout,4,2020,6.0,0.2444
Lager - Dortmunder / Export,5.5,946,Lager,8,2017,5.0,0.2109
Sour - Fruited Gose,4.3,1414,Sour,4,2019,4.0,0.2252
California Common,5.0,426,Other,6,2015,2.0,0.2081
Pale Ale - English,4.7,371,Pale Ale,10,2013,1.0,0.1914
Stout - Irish Dry,4.1,9507,Stout,7,2013,4.0,0.2146
Pilsner - Czech,5.1,221,Pilsner,4,2020,5.0,0.2843
Porter - Coffee,5.2,4279,Porter,3,2016,6.0,0.3678
IPA - Red,7.5,261,IPA,7,2015,2.0,0.2922
IPA - Brut,6.5,829,IPA,7,2018,1.0,0.2189
Brown Ale - English,4.5,226,Brown Ale,11,2019,6.0,0.183
Spiced / Herbed Beer,5.1,546,Other,1,2016,6.0,0.2496
Stout - Coffee,12.0,745,Stout,5,2019,2.0,0.2532
IPA - Imperial / Double New England,8.2,1282,IPA,3,2020,2.0,0.2891
Black & Tan,7.9,2712,Other,7,2016,3.0,0.188
Sour - Flanders Red Ale,7.2,765,Sour,2,2019,3.0,0.4108
Pale Ale - International,5.2,6594,Pale Ale,5,2013,5.0,0.2928
Pale Ale - Milkshake,5.5,276,Pale Ale,6,2020,3.0,0.1761
English Bitter,4.4,2075,Other,7,2018,1.0,0.2529
Porter - Other,5.9,7056,Porter,4,2020,6.0,0.183
Red Ale - Other,5.2,315,Red Ale,6,2017,3.0,0.1914
Stout - Milk / Sweet,7.0,609,Stout,8,2019,6.0,0.285
Mead - Melomel,14.0,528,Mead,11,2018,3.0,0.1988
Cream Ale,4.6,1105,Other,4,2018,2.0,0.2151
Lager - Euro Pale,4.5,467,Lager,11,2015,5.0,0.2704
English Mild Ale,5.0,165,Other,4,2020,5.0,0.2917
Stout - English,6.0,32738,Stout,6,2011,6.0,0.2519
IPA - Imperial / Double New England,7.6,672,IPA,4,2020,1.0,0.326
Schwarzbier,4.5,387,Other,9,2019,4.0,0.2145
English Mild Ale,4.0,2658,Other,4,2011,5.0,0.1893
Porter - Imperial / Double,9.0,1198,Porter,3,2017,4.0,0.2733
Pale Ale - Milkshake,4.8,309,Pale Ale,7,2019,4.0,0.2048
Pale Ale - New England,5.0,202,Pale Ale,3,2020,1.0,0.2787
Scotch Ale / Wee Heavy,8.8,186,Other,4,2020,6.0,0.2091
IPA - Session / India Session Ale,3.6,175,IPA,5,2017,1.0,0.2141
Wild Ale - Other,5.0,9309,Other,7,2014,3.0,0.2824
Cider - Perry,4.7,1105,Cider,6,2014,3.0,0.3239
Pale Ale - American,5.2,509,Pale Ale,9,2016,1.0,0.2847
Stout - Imperial / Double Oatmeal,14.8,26033,Stout,11,2013,6.0,0.2746
Hefeweizen,4.5,152,Other,11,2019,6.0,0.2254
Cider - Other Fruit,6.0,316,Cider,6,2017,1.0,0.1913
Stout - Coffee,8.0,370,Stout,4,2019,6.0,0.2202
Pale Ale - English,4.2,483,Pale Ale,5,2016,5.0,0.2222
Lager - Euro Pale,4.8,167,Lager,4,2018,4.0,0.2015
IPA - Triple,14.0,764,IPA,5,2016,1.0,0.2189
Sour - Berliner Weisse,5.2,160,Sour,3,2017,3.0,0.1914
Stout - Milk / Sweet,6.0,264,Stout,3,2017,6.0,0.2235
Wheat Beer - Wheat Wine,10.0,655,Wheat Beer,8,2012,3.0,0.2138
IPA - Rye,6.8,919,IPA,1,2018,1.0,0.294
Stout - Oatmeal,6.2,10061,Stout,5,2016,6.0,0.2424
Porter - Coffee,6.5,8856,Porter,10,2017,6.0,0.2284
IPA - New England,6.0,505,IPA,8,2018,1.0,0.2979
Rauchbier,5.2,166,Other,11,2016,5.0,0.232
Stout - Imperial / Double,14.8,24850,Stout,9,2015,3.0,0.3758
IPA - American,6.0,505,IPA,7,2019,1.0,0.2284
Cider - Other Fruit,4.0,1987,Cider,2,2013,3.0,0.2277
Belgian Dubbel,9.0,1440,Belgian,11,2013,3.0,0.2119
Bock - Weizendoppelbock,13.8,1161,Bock,2,2018,3.0,0.2459
Porter - Other,6.0,267,Porter,4,2020,6.0,0.2138
Lager - IPL (India Pale Lager),5.4,462,Lager,10,2017,1.0,0.2242
Pale Ale - Milkshake,5.0,430,Pale Ale,1,2017,1.0,0.2024
Smoked Beer,16.2,4460,Other,1,2014,6.0,0.2394
Non-Alcoholic Beer,0.5,1025,Other,11,2017,5.0,0.2547
IPA - Black / Cascadian Dark Ale,6.8,514,IPA,5,2016,2.0,0.2451
Black & Tan,4.9,194,Other,5,2011,1.0,0.1929
Grape Ale - Italian,4.5,200,Other,3,2019,5.0,0.1927
Porter - English,5.3,1261,Porter,5,2012,6.0,0.2466
IPA - New England,7.0,475,IPA,6,2018,1.0,0.2202
California Common,5.2,261,Other,6,2017,2.0,0.2142
Blonde Ale,4.5,995,Other,11,2012,5.0,0.2881
Lager - Vienna,5.5,3964,Lager,11,2014,5.0,0.3824
Malt Beer,4.5,161,Other,2,2020,4.0,0.1992
Barleywine - English,12.7,1176,Barleywine,3,2020,2.0,0.2304
Spiced / Herbed Beer,6.5,396,Other,10,2013,3.0,0.2126
Fruit Beer,6.0,440,Other,6,2016,1.0,0.2205
Lager - Red,4.8,402,Lager,9,2016,5.0,0.2374
Farmhouse Ale - Saison,6.5,678,Farmhouse Ale,4,2018,3.0,0.2242
Pale Ale - International,4.1,2193,Pale Ale,9,2011,1.0,0.2467
Cider - Traditional,6.2,1202,Cider,1,2018,1.0,0.1845
Wild Ale - Other,5.9,314,Other,8,2014,5.0,0.2
Porter - Baltic,10.0,488,Porter,9,2019,6.0,0.2748
Sour - Berliner Weisse,3.5,485,Sour,10,2017,3.0,0.2329
Stout - Coffee,5.6,154,Stout,1,2018,6.0,0.2855
Cream Ale,7.5,780,Other,3,2019,6.0,0.209
Lager - Dortmunder / Export,5.7,212,Lager,2,2018,4.0,0.2261
Stout - Imperial / Double Milk,7.4,323,Stout,8,2016,6.0,0.2694
Spiced / Herbed Beer,4.8,154,Other,3,2013,4.0,0.1813
Cider - Perry,4.5,154,Cider,5,2012,4.0,0.1919
Farmhouse Ale - Saison,6.0,476,Farmhouse Ale,7,2019,2.0,0.2643
Pumpkin / Yam Beer,14.5,281,Other,10,2019,3.0,0.2022
Barleywine - Other,9.0,476,Barleywine,7,2014,4.0,0.2311
IPA - Milkshake,6.7,189,IPA,5,2020,2.0,0.2022
Stout - Pastry,6.0,610,Stout,11,2020,6.0,0.3094
Shandy / Radler,2.0,212,Other,5,2016,2.0,0.2436
Cider - Dry,6.9,317,Cider,9,2018,2.0,0.3429
IPA - Red,6.3,4008,IPA,5,2011,1.0,0.1879
Bock - Hell / Maibock / Lentebock,7.7,165,Bock,11,2015,3.0,0.224
IPA - Imperial / Double,8.5,2749,IPA,6,2018,2.0,0.2727
Pale Ale - Belgian,4.5,167,Pale Ale,6,2020,5.0,0.2475
Brown Ale - Belgian,9.1,982,Brown Ale,12,2014,3.0,0.2623
Cider - Perry,5.0,198,Cider,5,2014,3.0,0.2402
Stout - Imperial / Double,15.9,14756,Stout,10,2017,3.0,0.2061
Scottish Export Ale,4.2,1878,Other,9,2011,2.0,0.2635
Lager - Munich Dunkel,5.2,159,Lager,5,2019,5.0,0.2587
IPA - American,7.0,4393,IPA,7,2014,1.0,0.2587
Stout - White,5.0,270,Stout,3,2018,4.0,0.268
Lager - Dortmunder / Export,4.9,404,Lager,1,2017,2.0,0.2851
Dark Ale,4.2,1045,Other,4,2011,6.0,0.234
Lager - Vienna,4.6,1485,Lager,4,2018,5.0,0.209
IPA - White,7.0,1639,IPA,8,2018,1.0,0.2644
Lager - Euro Pale,4.3,1066,Lager,12,2015,2.0,0.1879
Red Ale - Irish,7.0,251,Red Ale,3,2016,4.0,0.2291
IPA - Belgian,8.0,1003,IPA,2,2018,1.0,0.2722
Festbier,5.6,638,Other,9,2018,3.0,0.2429
Shandy / Radler,3.8,264,Other,10,2017,5.0,0.2111
Ginger Beer,4.0,4213,Other,11,2013,5.0,0.2514
Bière de Champagne / Bière Brut,8.5,625,Other,11,2018,3.0,0.2562
IPA - Red,6.2,329,IPA,1,2017,4.0,0.2191
Sour - Fruited Gose,8.81,322,Sour,12,2018,3.0,0.1921
Stout - Irish Dry,7.0,597,Stout,8,2017,6.0,0.2281
Lager - Red,7.0,561,Lager,11,2016,1.0,0.1877
Red Ale - Imperial / Double,5.8,153,Red Ale,7,2016,4.0,0.3056
Honey Beer,5.2,1322,Other,5,2013,5.0,0.1915
Stout - Oatmeal,5.4,280,Stout,11,2015,2.0,0.3506
Pale Ale - American,5.2,340,Pale Ale,6,2016,1.0,0.2639
Porter - Other,5.6,1305,Porter,11,2018,6.0,0.2913
Stout - Pastry,5.0,468,Stout,11,2019,3.0,0.183
Stout - Oatmeal,6.5,794,Stout,6,2015,4.0,0.2087
Pale Ale - New England,5.0,1315,Pale Ale,4,2018,1.0,0.2375
Stout - Other,7.4,293,Stout,11,2019,6.0,0.2515
Brown Ale - Other,4.5,159,Brown Ale,7,2017,3.0,0.2061
Gruit / Ancient Herbed Ale,6.3,214,Other,1,2019,3.0,0.2072
Malt Liquor ,7.8,241,Other,3,2017,2.0,0.2139
Belgian Tripel,8.9,10931,Belgian,11,2010,5.0,0.2674
IPA - Red,7.1,294,IPA,7,2020,1.0,0.2402
IPA - Sour,8.0,2402,IPA,2,2019,1.0,0.2357
Scottish Ale,3.8,190,Other,11,2010,4.0,0.2634
IPA - Session / India Session Ale,4.4,222,IPA,11,2017,1.0,0.2259
Lambic - Traditional,5.0,328,Lambic,10,2015,3.0,0.3578
Pale Ale - English,4.2,177,Pale Ale,4,2015,1.0,0.2069
Red Ale - Imperial / Double,7.5,904,Red Ale,11,2012,4.0,0.2582
Belgian Strong Dark Ale,11.9,1952,Belgian,7,2019,3.0,0.2587
IPA - New England,7.7,388,IPA,1,2018,1.0,0.2934
IPA - White,9.75,541,IPA,1,2016,1.0,0.2193
Sour - Other,5.3,2398,Sour,7,2014,3.0,0.4026
Rye Beer,8.5,200,Other,2,2017,3.0,0.195
Old Ale,8.5,5033,Other,10,2011,3.0,0.2316
Stout - Irish Dry,5.5,633,Stout,8,2018,4.0,0.2538
Stout - Imperial / Double White,11.0,201,Stout,12,2019,6.0,0.3713
IPA - Triple,18.4,191,IPA,12,2018,2.0,0.2328
Pale Ale - International,5.6,297,Pale Ale,6,2019,2.0,0.2449
Bock - Weizenbock,11.0,606,Bock,3,2019,2.0,0.2438
Farmhouse Ale - Bière de Mars,6.93,192,Farmhouse Ale,8,2017,5.0,0.2061
Lager - Euro Pale,4.4,240,Lager,9,2018,5.0,0.2242
IPA - Black / Cascadian Dark Ale,6.6,2518,IPA,11,2018,1.0,0.2831
Winter Ale,4.5,471,Other,7,2016,4.0,0.2908
Stout - American,8.6,249,Stout,3,2019,6.0,0.2366
Sour - Berliner Weisse,5.5,439,Sour,11,2015,3.0,0.3027
Sour - Fruited Gose,6.8,786,Sour,12,2019,4.0,0.2757
Scottish Export Ale,9.5,977,Other,10,2018,4.0,0.2545
Brown Ale - Other,9.0,208,Brown Ale,11,2016,3.0,0.2759
IPA - White,7.8,585,IPA,3,2014,2.0,0.2055
Belgian Strong Golden Ale,10.5,6237,Belgian,12,2012,5.0,0.227
Hefeweizen,6.0,291,Other,2,2020,5.0,0.267
Stout - White,5.4,261,Stout,1,2019,6.0,0.3022
Pilsner - German,5.2,223,Pilsner,4,2019,5.0,0.2496
Table Beer,3.8,150,Other,2,2018,5.0,0.2114
Winter Warmer,11.0,13938,Other,8,2010,3.0,0.1957
Mead - Metheglin,13.0,485,Mead,5,2016,3.0,0.2373
Lager - Euro Pale,4.6,978,Lager,8,2011,4.0,0.209
Sour - Fruited,6.0,839,Sour,4,2019,6.0,0.1914
Golden Ale,4.0,257,Other,12,2018,2.0,0.2874
Cider - Traditional,4.0,320,Cider,4,2017,3.0,0.226
Schwarzbier,4.2,160,Other,7,2013,2.0,0.2622
IPA - Sour,8.0,177,IPA,6,2020,1.0,0.1892
Rye Wine,10.75,244,Other,12,2016,3.0,0.269
Australian Sparkling Ale,5.2,1576,Other,3,2016,5.0,0.3114
California Common,5.0,211,Other,3,2017,2.0,0.2681
Blonde Ale,3.9,254,Other,5,2014,5.0,0.195
Pale Ale - International,4.8,317,Pale Ale,7,2018,5.0,0.3421
California Common,7.3,1322,Other,10,2017,2.0,0.3405
Old Ale,11.0,1050,Other,11,2019,3.0,0.2024
Porter - Baltic,6.0,574,Porter,11,2016,6.0,0.2103
Extra Special / Strong Bitter,6.7,1126,Other,11,2014,2.0,0.2417
Stout - Russian Imperial,9.6,390,Stout,3,2013,2.0,0.1879
IPA - New England,7.0,234,IPA,8,2017,1.0,0.2332
Golden Ale,6.0,175,Other,1,2014,1.0,0.1803
Märzen,8.0,216,Other,8,2016,5.0,0.2933
Stout - Russian Imperial,12.0,10534,Stout,10,2016,3.0,0.2667
Barleywine - English,9.1,347,Barleywine,12,2013,4.0,0.1944
Porter - English,5.3,153,Porter,12,2016,6.0,0.2291
Kristallweizen,4.5,4551,Other,8,2011,5.0,0.2378
Pilsner - German,4.2,295,Pilsner,9,2017,5.0,0.2126
Winter Ale,7.2,361,Other,6,2012,4.0,0.2741
Lager - Dortmunder / Export,5.2,161,Lager,11,2020,4.0,0.2393
Wheat Beer - Witbier,7.5,1140,Wheat Beer,1,2011,5.0,0.3274
Farmhouse Ale - Saison,6.5,1614,Farmhouse Ale,10,2011,3.0,0.3094
Red Ale - Irish,7.0,176,Red Ale,11,2017,3.0,0.2103
Sour - Gose,4.5,666,Sour,12,2018,4.0,0.2282
Lambic - Fruit,6.0,199,Lambic,1,2019,3.0,0.3983
Golden Ale,4.8,167,Other,10,2014,5.0,0.1962
Belgian Dubbel,8.5,6079,Belgian,5,2012,3.0,0.2508
Kölsch,4.4,233,Other,3,2018,1.0,0.2034
Pale Ale - Milkshake,6.0,1091,Pale Ale,7,2020,6.0,0.3103
Sour - Fruited,7.1,476,Sour,6,2020,6.0,0.2126
Lager - IPL (India Pale Lager),6.5,907,Lager,4,2018,2.0,0.2277
Red Ale - American Amber / Red,5.0,160,Red Ale,4,2019,4.0,0.2379
Sour - Fruited Gose,4.3,561,Sour,8,2019,4.0,0.2069
IPA - Rye,5.0,4858,IPA,8,2015,1.0,0.2056
Stout - Irish Dry,4.2,30050,Stout,9,2011,2.0,0.2832
Sour - Fruited Berliner Weisse,7.0,2519,Sour,3,2019,3.0,0.2513
Pale Ale - New England,5.8,889,Pale Ale,5,2020,1.0,0.25
IPA - International,4.6,180,IPA,2,2018,1.0,0.2375
IPA - White,7.0,2297,IPA,1,2019,1.0,0.256
Porter - American,6.4,638,Porter,2,2014,6.0,0.2086
Dark Ale,5.2,501,Other,12,2013,6.0,0.2024
Stout - Foreign / Export,7.5,5032,Stout,7,2017,5.0,0.2075
Porter - Other,6.1,3445,Porter,3,2019,6.0,0.2529
Cider - Traditional,7.4,667,Cider,9,2017,2.0,0.1958
Lager - IPL (India Pale Lager),6.4,1054,Lager,9,2017,3.0,0.2335
Belgian Quadrupel,10.2,209,Belgian,1,2012,6.0,0.2024
Stout - Other,6.6,7561,Stout,3,2017,3.0,0.3232
Golden Ale,5.0,1668,Other,2,2013,1.0,0.2241
English Mild Ale,3.8,175,Other,11,2014,2.0,0.195
IPA - International,6.0,249,IPA,8,2020,1.0,0.2654
Brown Ale - American,5.0,476,Brown Ale,9,2017,1.0,0.2121
Lager - Dortmunder / Export,4.2,267,Lager,2,2017,5.0,0.2607
Stout - Other,7.7,207,Stout,5,2018,6.0,0.2189
Strong Ale - Other,11.2,166,Strong Ale,2,2018,3.0,0.2
Sour - Flanders Red Ale,7.5,469,Sour,8,2019,3.0,0.2095
Pale Ale - Australian,4.5,10811,Pale Ale,2,2016,1.0,0.2346
Gluten-Free,3.9,349,Other,10,2018,1.0,0.2718
Lager - American Amber / Red,4.4,213,Lager,10,2014,4.0,0.2134
Golden Ale,6.7,4924,Other,2,2018,6.0,0.2103
Pale Ale - New Zealand,3.8,2215,Pale Ale,11,2019,1.0,0.2361
Stout - Imperial / Double,18.2,16833,Stout,8,2010,2.0,0.3302
Pilsner - Czech,4.8,798,Pilsner,7,2019,5.0,0.2796
Kölsch,4.8,213,Other,1,2014,5.0,0.2222
Hefeweizen,6.0,184,Other,9,2016,5.0,0.1795
Wheat Beer - American Pale Wheat,5.3,3538,Wheat Beer,6,2016,1.0,0.2037
Red Ale - Imperial / Double,8.0,1929,Red Ale,10,2018,4.0,0.2267
Pale Ale - New England,4.5,611,Pale Ale,6,2017,2.0,0.3989
Sour - Other,5.7,486,Sour,8,2013,3.0,0.2597
IPA - Belgian,6.5,2395,IPA,8,2018,5.0,0.318
IPA - New England,6.9,875,IPA,3,2020,1.0,0.2429
Cider - Perry,4.5,831,Cider,4,2011,3.0,0.1858
Brown Ale - English,4.8,640,Brown Ale,8,2015,2.0,0.3725
Pale Ale - English,6.0,250,Pale Ale,4,2013,1.0,0.1795
Pilsner - German,4.75,191,Pilsner,8,2019,5.0,0.1914
Wheat Beer - Witbier,3.4,1367,Wheat Beer,6,2014,2.0,0.2813
Barleywine - English,10.0,629,Barleywine,3,2011,4.0,0.3063
Pale Ale - New England,5.8,729,Pale Ale,10,2018,1.0,0.3184
Bock - Single / Traditional,8.7,232,Bock,11,2016,3.0,0.2332
Farmhouse Ale - Other,5.0,237,Farmhouse Ale,7,2019,3.0,0.3935
Stout - Imperial / Double,11.2,558,Stout,11,2014,2.0,0.2181
Dark Ale,5.5,1615,Other,9,2018,3.0,0.21
IPA - New England,6.0,2922,IPA,10,2020,1.0,0.2099
Fruit Beer,3.2,210,Other,9,2015,1.0,0.1879
Stout - Coffee,8.6,11144,Stout,5,2014,6.0,0.3286
Lager - Pale,4.6,266,Lager,3,2018,4.0,0.3515
Kellerbier / Zwickelbier,4.2,6193,Other,12,2012,5.0,0.2684
Wheat Beer - American Pale Wheat,5.2,1461,Wheat Beer,3,2018,1.0,0.1934
Pilsner - Other,5.6,375,Pilsner,9,2014,1.0,0.2609
Porter - Other,6.5,626,Porter,10,2017,6.0,0.2284
Strong Ale - English,5.7,299,Strong Ale,4,2012,6.0,0.1845
Stout - Pastry,5.5,12624,Stout,2,2020,6.0,0.3016
Lager - Euro Pale,4.4,167,Lager,9,2020,5.0,0.2291
Altbier,5.2,1321,Other,10,2014,2.0,0.2593
Bock - Doppelbock,7.2,474,Bock,10,2017,2.0,0.1954
IPA - American,6.7,641,IPA,8,2018,1.0,0.1963
Cider - Other Fruit,6.0,3967,Cider,11,2016,6.0,0.2024
Sour - Flanders Red Ale,6.7,1710,Sour,2,2016,3.0,0.3457
Cider - Dry,7.0,171,Cider,9,2014,2.0,0.2155
Brown Ale - American,5.4,3296,Brown Ale,12,2016,6.0,0.2138
IPA - Session / India Session Ale,4.5,436,IPA,11,2018,4.0,0.2632
Australian Sparkling Ale,4.4,1151,Other,1,2015,5.0,0.2451
Scottish Ale,3.9,228,Other,2,2014,4.0,0.2922
